program_id,title,program_description,cleaned_description
43412,The Resident,"Devon Pravesh débute son internat à l'hôpital Chastain, à Atlanta. Il est placé sous la supervision du docteur Conrad Hawkins, en troisième année d'internat et doté d'une personnalité atypique. Il est tout de suite mis dans le bain lorsqu'une jeune femme se présente aux urgences et s'effondre. Le docteur Randolph Bell, chef du service de chirurgie, fait de plus en plus d'erreurs au cours de ses opérations et l'une d'elles tourne très mal pour le patient. Conrad confie Lily, une patiente atteint…","devon pravesh débute son internat à l'hôpital chastain, à atlanta. il est placé sous la supervision du docteur conrad hawkins, en troisième année d'internat et doté d'une personnalité atypique. il est tout de suite mis dans le bain lorsqu'une jeune femme se présente aux urgences et s'effondre. le docteur randolph bell, chef du service de chirurgie, fait de plus en plus d'erreurs au cours de ses opérations et l'une d'elles tourne très mal pour le patient. conrad confie lily, une patiente atteint…"
49744,The Cry,"Dans une petite ville côtière d'Australie, un bébé disparaît. Ce tragique évènement va alors fortement fragiliser le jeune couple que forment Joanna et Alistair. Ensemble ils voient leur mariage s'effondrer tandis que leur vie privée se retrouve exposée aux yeux du grand public...","dans une petite ville côtière d'australie, un bébé disparaît. ce tragique évènement va alors fortement fragiliser le jeune couple que forment joanna et alistair. ensemble ils voient leur mariage s'effondrer tandis que leur vie privée se retrouve exposée aux yeux du grand public..."
50495,Grand Hotel,"A la tête du Riviera, un luxueux hôtel de Miami Beach, le charismatique Santiago Mendoza doit faire face à des ennuis financiers. L'heure de gloire du palace semble révolue face à la redoutable concurrence de grandes chaînes. Il peut heureusement compter sur le soutien des siens et celui du personnel qui l'aide à faire tourner l'établissement au quotidien. Des secrets enfouis depuis longtemps pourraient bien achever de démolir la réputation de l'hôtel et semer la discorde au sein de la famille","a la tête du riviera, un luxueux hôtel de miami beach, le charismatique santiago mendoza doit faire face à des ennuis financiers. l'heure de gloire du palace semble révolue face à la redoutable concurrence de grandes chaînes. il peut heureusement compter sur le soutien des siens et celui du personnel qui l'aide à faire tourner l'établissement au quotidien. des secrets enfouis depuis longtemps pourraient bien achever de démolir la réputation de l'hôtel et semer la discorde au sein de la famille"
47014,Capitaine Marleau,"Aucun coupable n’échappe à cet élément atypique de la gendarmerie nationale, le capitaine Marleau. Cette femme détonne par son franc-parler mais n’en est pas moins redoutable","aucun coupable n’échappe à cet élément atypique de la gendarmerie nationale, le capitaine marleau. cette femme détonne par son franc-parler mais n’en est pas moins redoutable"
50933,La doc et le véto,"A Valerande-les-Chantelles, l’installation d’un médecin en plein désert médical marque le sursaut d’un territoire délaissé. Mais la jeune diplômée, parisienne et ambitieuse, est contrainte de partager le cabinet d’un vieux vétérinaire local et taciturne. Elle découvre la dure réalité d’une France oubliée. Résistera-t-elle? Les deux professionnels de santé, vont pourtant devoir allier leurs compétences pour venir en aide à un jeune éleveur de brebis dont les bêtes meurent d’un mal mystérieux..","a valerande-les-chantelles, l’installation d’un médecin en plein désert médical marque le sursaut d’un territoire délaissé. mais la jeune diplômée, parisienne et ambitieuse, est contrainte de partager le cabinet d’un vieux vétérinaire local et taciturne. elle découvre la dure réalité d’une france oubliée. résistera-t-elle? les deux professionnels de santé, vont pourtant devoir allier leurs compétences pour venir en aide à un jeune éleveur de brebis dont les bêtes meurent d’un mal mystérieux.."
45643,Tropiques criminels,"Mélissa, excellente enquêtrice d’origine martiniquaise et mère célibataire de deux ados, se retrouve malgré elle chef d’un groupe crime dans une île où elle n’a jamais mis les pieds. Gaëlle, qui vit ici depuis son enfance et connaît le coin par cœur, est spontanée, fonceuse et indépendante et n’a pas vraiment sa langue dans sa poche.","mélissa, excellente enquêtrice d’origine martiniquaise et mère célibataire de deux ados, se retrouve malgré elle chef d’un groupe crime dans une île où elle n’a jamais mis les pieds. gaëlle, qui vit ici depuis son enfance et connaît le coin par cœur, est spontanée, fonceuse et indépendante et n’a pas vraiment sa langue dans sa poche."
50812,Pékin Express,"Le tournage de la 14e saison de Pékin Express débutait le 5 mars 2020, Stéphane Rotenberg et les candidats étaient loin d'imaginer qu'une pandémie mondiale allait bouleverser leur aventure !
Lancés sur « Les pistes de la terre rouge », les 8 binômes devaient traverser l'Ouganda, l'Éthiopie et les Émirats Arabes unis, avant de disputer la grande finale à Dubaï mais tout ne va pas se passer comme prévu.","le tournage de la 14e saison de pékin express débutait le 5 mars 2020, stéphane rotenberg et les candidats étaient loin d'imaginer qu'une pandémie mondiale allait bouleverser leur aventure !
lancés sur « les pistes de la terre rouge », les 8 binômes devaient traverser l'ouganda, l'éthiopie et les émirats arabes unis, avant de disputer la grande finale à dubaï mais tout ne va pas se passer comme prévu."
47679,Malcolm,"Petit génie malgré lui, Malcolm vit dans une famille hors du commun. Le jeune surdoué n'hésite pas à se servir de son intelligence pour faire les 400 coups avec ses frères","petit génie malgré lui, malcolm vit dans une famille hors du commun. le jeune surdoué n'hésite pas à se servir de son intelligence pour faire les 400 coups avec ses frères"
49548,A Million Little Things,"Suivant l'adage, ""L'amitié ce n'est pas une seule chose, c'est un million de petites choses"", cette série suit un groupe d'amis dont, pour différentes raisons, les vies stagnent. Suite au suicide de l'un d'entre eux, ce choc va les aider à remettre de l'ordre dans leurs existences respectives et consolider leur amitié...","suivant l'adage, ""l'amitié ce n'est pas une seule chose, c'est un million de petites choses"", cette série suit un groupe d'amis dont, pour différentes raisons, les vies stagnent. suite au suicide de l'un d'entre eux, ce choc va les aider à remettre de l'ordre dans leurs existences respectives et consolider leur amitié..."
47013,Double vie,"Laurence et Nina pensent qu’elles vivent une vie amoureuse exclusive et heureuse avec Marc, leur compagnon. Cependant, quand celui-ci meurt brutalement, elles découvrent avec effroi qu’il menait une double vie, vivant en alternance avec sa concubine mère de ses deux enfants et son épouse «officielle». Dès lors, les deux veuves devront trouver les ressources nécessaires pour un nouveau départ dans leurs vies respectives","laurence et nina pensent qu’elles vivent une vie amoureuse exclusive et heureuse avec marc, leur compagnon. cependant, quand celui-ci meurt brutalement, elles découvrent avec effroi qu’il menait une double vie, vivant en alternance avec sa concubine mère de ses deux enfants et son épouse «officielle». dès lors, les deux veuves devront trouver les ressources nécessaires pour un nouveau départ dans leurs vies respectives"
45319,Koh-Lanta : Les Armes Secrètes,"Koh-Lanta, Les Armes Secrètes - Nouvelle saison inédite dès le vendredi 12 mars sur TF1. Cette saison, Koh-Lanta s’envole pour la toute première fois vers la Polynésie française ! Tahiti, Bora Bora, Moorea, Tahaa.. Ces perles des mers qui ont f...","koh-lanta, les armes secrètes - nouvelle saison inédite dès le vendredi 12 mars sur tf1. cette saison, koh-lanta s’envole pour la toute première fois vers la polynésie française ! tahiti, bora bora, moorea, tahaa.. ces perles des mers qui ont f..."
50961,Avant d'aller dormir,"Après un accident survenu des années plus tôt, Christine Lucas, qui souffre d'une profonde amnésie, a tout oublié de sa vie. Son médecin, qu'elle voit à l'insu de son mari, lui conseille de tenir un journal visuel pour ne pas perdre ses souvenirs. Bientôt, Christine découvre que sa vie n'est que mensonges..","après un accident survenu des années plus tôt, christine lucas, qui souffre d'une profonde amnésie, a tout oublié de sa vie. son médecin, qu'elle voit à l'insu de son mari, lui conseille de tenir un journal visuel pour ne pas perdre ses souvenirs. bientôt, christine découvre que sa vie n'est que mensonges.."
49099,Scènes de ménages,Votre couple vous désole ? Vous vous lamentez de vivre seul ? Scènes de Ménages va vous aider à relativiser !,votre couple vous désole ? vous vous lamentez de vivre seul ? scènes de ménages va vous aider à relativiser !
46249,Sam,Sam est mère célibataire et professeur de français au collège. Ses élèves l'apprécient mais son franc-parler ne fait pas l’unanimité auprès des parents..,sam est mère célibataire et professeur de français au collège. ses élèves l'apprécient mais son franc-parler ne fait pas l’unanimité auprès des parents..
47985,Quatre mariages et un enterrement,"Quatre amis américains se réunissent pour un fabuleux mariage à Londres. Mais après un coup de théâtre à l'autel qui bouleverse leurs vies, ils traversent une année tumultueuse de romances et de chagrins d'amour. Les relations se nouent et se brisent, des scandales politiques sont dévoilés, et bien sûr, il y a quatre mariages... et un enterrement","quatre amis américains se réunissent pour un fabuleux mariage à londres. mais après un coup de théâtre à l'autel qui bouleverse leurs vies, ils traversent une année tumultueuse de romances et de chagrins d'amour. les relations se nouent et se brisent, des scandales politiques sont dévoilés, et bien sûr, il y a quatre mariages... et un enterrement"
