program_id,title,tag_genre,tag_sous_genre,mean_age,count_episodes,mean_episode_duration,count_profile_adult,count_profile_kid,count_profile_home,count_profile_f,count_profile_m,count_profile_like,count_profile_not_like,count_profile_view,program_seconds_duration,total_seconds_viewed,seconds_viewed_liked,seconds_viewed_not_like,program_description,ratio_liked
47643,Les Croods : Origines,jeunesse,"6-8-ans,dessins-animes",43.0,36.0,727.86,32,31,1,21,8,12,52,64,26203.0,126359.0,69794.0,56565.0,"Après leur succès mondial sur grand écran et une folle saison 1, la famille ""préhistérique"" est de retour dans une saison 2 décoiffante. Le voyage dans l'ère ""Croodzoïque"" se poursuit dans de nouvelles aventures mouvementées!",18.75
44112,Sam,series,romance,38.0,7.0,2931.29,89,0,3,59,24,12,80,92,20519.0,425631.0,230436.0,195195.0,"Sam, la prof rebelle qu’on aurait tous adoré avoir ! Sam vit désormais seule mais c’est le prix de sa liberté qu’elle place au-dessus de tout. Depuis qu’elle a revu Antoine, son meilleur ami d'enfance,  dans les couloirs du collège où elle enseigne, Sam repense au passé. Trente ans plus tôt, ils se sont éloignés à cause d'un drame que Sam a vécu. Depuis cette dernière ne l'a jamais recontacté. Mais pour Antoine,  il est temps de rattraper le temps perdu. Entre amour, passé douloureux et vie scol",13.04
51354,L'école de la vie,series,drame,47.0,4.0,3175.25,232,0,19,154,63,11,240,251,12701.0,1073723.0,132882.0,940841.0,"Vincent enseigne l’Histoire-géo mais l’arrivée de son premier enfant le pousse à revoir ses priorités. Avec sa compagne, ils projettent de déménager en bord de mer pour vivre leur nouvelle vie. Mais rien ne va se passer comme prévu...
Malgré le drame qu'il traverse, Vincent poursuit son métier sans rien laisser paraître et fait tout pour ne pas sombrer. Ses élèves restent sa priorité et sa nouvelle vie le pousse à s’intéresser davantage à leur vie privée. Il découvre alors des cas difficiles.",4.38
44318,Martin Weill - La révolution du genre,magazine,actualite-info,34.0,5.0,5313.4,449,0,14,233,163,11,455,466,26567.0,2537384.0,431752.0,2105632.0,"Longtemps taboue ou caricaturée, la transidentité s'affiche aujourd'hui au grand jour, et bouscule bien des a priori. Et au-delà de la transidentité, c'est le modèle binaire ""garçon/ fille"" qui est aujourd'hui",2.36
45779,Kally's Mashup (Spéciaux),jeunesse,serie,35.0,5.0,1262.8,37,53,6,25,10,11,86,97,6314.0,159199.0,74039.0,85160.0,Les acteurs de la série viennent présenter quelques clips de Kally's Mashup.,11.34
50754,Duos Mystères,divertissement,culture-art-spectacle,34.0,4.0,5095.0,550,0,14,341,157,11,559,570,20380.0,2372880.0,414190.0,1958690.0,"Pour la première fois à la télévision, les plus grandes stars acceptent de monter sur scène pour chanter un duo… sans savoir avec qui elles vont le partager ! Bienvenue dans un cache-cache musical inédit où les artistes et le public iront de s...",1.93
42961,Journal de 13 heures,infos,jt,38.0,50.0,2719.56,290,0,7,138,127,11,288,299,135978.0,576967.0,221623.0,355344.0,"Du lundi au vendredi ""LE 13h"" vous est présenté par Jacques Legros à 12h58. Depuis bientôt 40 ans la rédaction TF1 vous informe de l'actualité régionale, nationale et internationale. Le journal de 13h met également en valeur nos régions à tra...",3.68
44257,Les animaux du zoo,documentaire,nature-environnement,40.0,9.0,2685.67,146,0,9,87,50,11,147,158,24171.0,673429.0,209803.0,463626.0,"Vous craquez pour Yang ou Rewa ? Retrouvez leur histoire et celles de plusieurs animaux du zoo de La Flèche. Vous pourrez voir ou revoir leur évolution au fil des 9 saisons, les modifications de leurs comportements envers leurs condisciples et leurs soigneurs.",6.96
34212,Top 50,divertissement,musique,42.0,2.0,6834.5,93,0,4,53,33,11,86,97,13669.0,436293.0,172529.0,263764.0,"Lors de deux nouvelles émissions exceptionnelles, enregistrées en public au Palais du Sports de Paris, et placées sous le signe de la fête, de la bonne humeur et de la nostalgie, vous allez découvrir les chansons qui ont fait le plus danser depuis la création du célèbre classement.",11.34
43177,CTPS,jeunesse,"9-12-ans,emission",37.0,4.0,1595.0,3,47,1,3,0,11,40,51,6380.0,145071.0,76824.0,68247.0,"« CTPS », c’est le tout nouveau magazine de vulgarisation scientifique destiné à tous les curieux. Depuis leur cabane, nos apprentis scientifiques, Max Bird, Cécile Djunga et Matthieu Duméry, se penchent e sur un thème qui fascine petits et grands. Guidés par SAMI, leur box d’apprentissage dont ils consultent les mises à jour, nos héros nous inviteront à un voyage ludique à travers les connaissances par le biais d’expérimentations, de maquettes et de reportages sur le terrain.",21.57
47902,Open Homes : déco et architecture en Australie,divertissement,decoration,41.0,48.0,1327.56,80,0,3,42,26,11,72,83,63723.0,288652.0,212047.0,76605.0,"Son nom ne vous dit peut-être rien, mais Natalee Bowen est une décoratrice d'intérieur très célèbre en Australie. A ses côtés, visitez d'incroyables demeures aux particularités à couper le souffle. Déco de rêve, extérieurs incroyables, technologies futuristes, vues impressionnantes... Découvrez ce qui se fait de mieux en matière d'architecture et de décoration ! Avec en prime, à chaque épisode, de précieux conseils pour réaménager votre intérieur de façon astucieuse !",13.25
50485,My Little Pony: Pony Life,jeunesse,"3-5-ans,dessins-animes",41.0,21.0,635.95,20,35,1,14,5,11,45,56,13355.0,81397.0,45325.0,36072.0,"Découvrez le côté amusant de l'Amitié avec My little Pony : Pony Life ! Passer du temps chez leurs amis ou au Sugarcube Corner, tel est le quotidien des poneys. Pinkie Pie sert des petits gâteaux glacés aux meilleurs clients du monde: ses amis ! E...",19.64
50847,La grande aventure de l'homo sapiens,documentaire,"sante-bien-etre,sciences",42.0,3.0,3104.67,109,0,7,52,42,11,106,117,9314.0,441587.0,129527.0,312060.0,"L'anthropologue canadien Niobe Thompson essaie de pister l'homo sapiens afin de comprendre ce qui lui a permis de coloniser le monde, en partant de l'Afrique.",9.4
10690,Le 1245,infos,jt,38.0,59.0,1834.08,260,0,6,132,105,11,255,266,108211.0,528788.0,213494.0,315294.0,Retrouvez toute l'actualité de la mi-journée.,4.14
42799,DCI Banks,series,"policier,thriller-suspense",59.0,3.0,5378.33,141,0,6,86,39,11,136,147,16135.0,824112.0,204106.0,620006.0,,7.48
45886,We love chanson française,divertissement,,43.0,20.0,1188.7,250,0,3,138,89,11,242,253,23774.0,331047.0,123902.0,207145.0,Revisitez les plus belles et emblématiques chansons françaises avec Alex Vizorek.,4.35
47402,Terre des géants,documentaire,"histoire,animalier",34.0,6.0,3150.83,112,0,6,66,34,11,108,119,18905.0,752706.0,380013.0,372693.0,"Partons aux quatre coins de la planète en compagnie des meilleurs scientifiques spécialistes des cachalots, requins, éléphants, rhinocéros, gorilles des montagnes ou anaconda pour mieux comprendre ces espèces et découvrir ce qu’on doit faire pour mieux les protéger",9.24
50667,Power Rangers Dino Charge,jeunesse,"serie,9-12-ans",33.0,17.0,1355.41,33,15,3,17,15,11,40,51,23042.0,204638.0,135900.0,68738.0,"De nos jours, Sledge, un chasseur de primes intergalactique, fouille la Terre à la recherche des Energemmes, 12 pierres précieuses confiées à des dinosaures dans la préhistoire, dans le but de maîtriser leurs pouvoirs et de détruire le monde.",21.57
47984,Sex talk,documentaire,,34.0,18.0,468.28,53,0,3,22,24,11,45,56,8429.0,91109.0,71661.0,19448.0,Une série francetv slash.,19.64
42738,"13h15, le dimanche...",infos,actualite-info,44.0,18.0,2756.67,152,0,5,98,41,10,147,157,49620.0,841465.0,332261.0,509204.0,"13h15, le dimanche...",6.37
44233,Oum le Dauphin Blanc,jeunesse,dessins-animes,34.0,16.0,658.88,76,13,6,50,20,10,85,95,10542.0,131096.0,43786.0,87310.0,"Dans un coin de paradis de la Polynésie, Yann et Marina vivent des aventures trépidantes avec leur ami Oum le Dauphin Blanc. Dès leur rencontre, le courageux et instinctif Oum s’est lancé au devant du danger pour sauver son ami Yann du dangereux ...",10.53
43237,Les pouvoirs extraordinaires du corps humain,magazine,sante-bien-etre,40.0,2.0,7008.0,338,0,6,184,109,10,338,348,14016.0,1643235.0,125802.0,1517433.0,,2.87
51508,Top chef : les grands duels,,,38.0,2.0,3446.0,53,0,2,34,12,10,45,55,6892.0,172820.0,66710.0,106110.0,"Cette année, dans « Top Chef : les grands duels », d'anciens candidats emblématiques de Top Chef devenus chefs incontestés s'affronteront.
Chaque semaine, ils devront sublimer deux produits de notre terroir et proposer deux assiettes gourmandes et gastronomiques. Ils seront jugés par un célèbre journaliste gastronomique, François-Régis Gaudry, mais également par les producteurs.",18.18
47442,Les duos de l'histoire de l'art,documentaire,"culture-art-spectacle,histoire",48.0,6.0,3129.0,61,0,3,37,18,10,54,64,18774.0,382123.0,193364.0,188759.0,"Retrouvez les duos mythiques de l’histoire de l’art. Edouard Manet, Berthe Morisot, 
Maurice Utrillo, Suzanne Valadon, Vincent Van Gogh, Paul Gauguin, Aristide Maillol, Dina Vierny, Modigliani, Soutine...",15.62
43105,Le grand échiquier,magazine,culture-art-spectacle,49.0,1.0,9698.0,68,0,1,32,30,10,59,69,9698.0,227470.0,91874.0,135596.0,"Le Grand Echiquier mêle tous les arts et toutes les générations d'artistes et propose des rencontres artistiques exceptionnelles, inédites et insoupçonnables entre chanteurs, musiciens, chorégraphes, danseurs, humoristes ou encore chefs d'orchestre.",14.49
49673,Cage Warriors,sport,emission,39.0,51.0,2334.49,132,0,9,37,87,10,132,142,119059.0,427036.0,202446.0,224590.0,"Vivez en exclusivité sur 6play les combats de MMA avec Cage Warriors, la principale organisation européenne d'arts martiaux mixte (MMA) !
Composée des meilleurs athlètes européens dont les Français Morgan Charrière et Mehdi Ben Lakhdhar, Cage Warriors a vu éclore de nombreuses stars du MMA",7.04
47410,Bébé Clifford,jeunesse,3-5-ans,30.0,25.0,1563.0,10,39,2,9,0,10,41,51,39075.0,225617.0,168196.0,57421.0,Les aventures de Clifford le gros chien rouge quand il n'était encore qu'un petit chiot.,19.61
50633,Ma vie rurale,infos,enquete,48.0,9.0,3130.0,55,0,1,33,21,9,47,56,28170.0,343612.0,163760.0,179852.0,"Ils sont les héros de nos campagnes. Dans toutes les régions de notre pays, à travers les histoires croisées de ces hommes et de ces femmes engagés, nous  découvrons une France généreuse, courageuse, passionnée, innovante. Cette série à la réalisation soignée permet de redécouvrir la beauté spectaculaire de la France rurale et d’approcher au plus près la réalité de ces hommes et de ces femmes qui se battent pour la faire vivre ou revivre. Une immersion inédite dans la vraie vie de nos campagnes.",16.07
42731,"Les enfants de la télé, la suite",divertissement,,48.0,9.0,1400.11,119,1,4,58,53,9,115,124,12601.0,257395.0,86785.0,170610.0,,7.26
46058,Le zapping de la télé,divertissement,actualite-info,44.0,10.0,1955.4,158,0,3,51,86,9,152,161,19554.0,445831.0,114930.0,330901.0,"Chaque semaine Paris Première offre le condensé des meilleures séquences de la télé dans LE ZAPPING DE LA TELE. Un moment unique pour se divertir, rire et voir ou revoir ce dont tout le monde a parlé. © Kangai",5.59
49813,C'est pas sorcier,jeunesse,6-8-ans,34.0,10.0,1578.6,43,71,2,18,21,9,107,116,15786.0,297522.0,113331.0,184191.0,"Retrouve le magazine de la science et de la découverte, ludique, accessible dès le plus jeune âge et pour toute la famille !",7.76
50935,There's something you should know,divertissement,emotion,42.0,6.0,1320.0,65,0,2,48,14,9,58,67,7920.0,137793.0,67938.0,69855.0,"Deux hommes et quatre femmes qui ont tous un handicap sont à la recherche du grand amour. Après avoir fait connaissance avec 3 prétendants par téléphone, ils vont devoir en choisir 2 pour les rencontrer. Mais comment ces derniers vont-ils réagir en découvrant la particularité de leur date ? Et cela pourrait-il remettre en cause un éventuel deuxième rendez-vous ?",13.43
44037,La vallée des Moomins,jeunesse,"6-8-ans,dessins-animes",42.0,26.0,1328.46,5,49,0,4,1,9,47,56,34540.0,190371.0,119675.0,70696.0,"Moomin, héros curieux et idéaliste, vit au cœur de la contrée magique de la vallée des Moomins, entouré de sa famille et d’amis extraordinaires. À travers son parcours initiatique, on en apprend plus sur notre propre humanité,",16.07
49996,Boy Girl etc...,jeunesse,"6-8-ans,dessins-animes",42.0,39.0,661.51,35,17,5,21,11,9,48,57,25799.0,89609.0,40007.0,49602.0,"C'est bientôt la nouvelle famille préférée des enfants ! Cette année les enfants vont adorer découvrir les aventures de cette famille déjantée : Boy, Girl, Dog, Cat, Mouse, et Cheese une fratrie atypique décomposée, recomposée, qui cohabite sous l...",15.79
47709,Dr Cath - Mission Adoption,divertissement,animalier,38.0,6.0,1540.5,77,0,1,60,12,9,69,78,9243.0,290405.0,123220.0,167185.0,"Pour sa première mission adoption, Dr Cath se rend au refuse « Animaux en péril ». Sa première mission est de trouver une famille d´accueil à Xérès, un cheval accueillis à l´âge de à mois.",11.54
45380,Le meilleur métier du monde,jeunesse,"9-12-ans,emission",35.0,30.0,794.03,29,22,5,15,10,9,47,56,23821.0,158070.0,104296.0,53774.0,"À l'âge où l'on commence à se demander ce que l'on veut faire plus tard ou à en avoir une idée précise, Le Meilleur Métier du monde favorise la rencontre d'un enfant, d'un métier et d'un professionnel.",16.07
47593,Robocar Poli à la rescousse de Vroum Ville,jeunesse,"3-5-ans,dessins-animes",42.0,33.0,822.91,55,16,4,44,10,8,67,75,27156.0,176845.0,97395.0,79450.0,"Poli, la voiture de police, Roi le camion de pompier, Héli, l'hélicoptère et Ambre, l'ambulance forment une joyeuse troupe prête à se mobiliser, à tout instant, pour venir en aide aux véhicules et aux humains. De la petite fille qui perd sa peluch...",10.67
43194,Capitaine Marleau,series,"policier,thriller-suspense",48.0,9.0,5541.89,812,0,21,564,170,8,826,834,49877.0,4229313.0,211829.0,4017484.0,"Élément atypique de la gendarmerie nationale, le capitaine Marleau détonne par son franc-parler, sa gouaille et son accent ch'ti. Sarcastique, déconcertante, elle promène sa silhouette filiforme et son flegme sur les lieux de crime divers.",0.96
49415,Extravagantes,divertissement,spectacle,35.0,5.0,4412.4,511,0,13,322,154,8,518,526,22062.0,1470601.0,218365.0,1252236.0,"« Ça change de Drucker ! » s'exclame François-Xavier Demaison en pleine émission.
Bienvenue chez les Extravagantes ! Un cabaret show totalement décalé qui nous plonge dans l'univers fascinant des créatures : Soa de muse, Brenda Mour, Patachtouille, Oiseau Joli et Corrine.
Paris Première renoue avec le monde de la nuit avec des artistes spectaculaires, glamour, et fascinantes. 
Chaque mois, avec humour et un sens du spectacle inégalé, elles entraînent dans leur univers un nouvel invité.",1.52
47825,The Chocolate Queen,divertissement,cuisine,42.0,13.0,1329.23,55,0,3,43,9,8,50,58,17280.0,139038.0,72704.0,66334.0,"Le chocolat, on l'aime, et dans tous ses états ! Ca tombe bien, car avec Kirsten Tibballs, Cheffe pâtissière et chocolatière de renommée internationale, vous allez être servis... Découvrez les incroyables recettes et astuces de celle qui a été proclamée Reine du chocolat dans l'émission MasterChef Australie. Attention... effet waouh garanti !",13.79
49475,Ils inventent le Futur,documentaire,"nature-environnement,sciences",37.0,5.0,3154.2,71,0,2,34,32,8,66,74,15771.0,303810.0,112259.0,191551.0,"De nouvelles technologies en grandes découvertes, nous partons aujourd’hui pour un voyage dans le futur, à la rencontre de femmes et d’hommes animés par le désir de révolutionner nos sociétés. Grâce à leurs idées et leur détermination, ils façonnent un avenir plus radieux, intelligent et durable. Ce sont les pionniers du futur.",10.81
47480,Le meilleur pâtissier : gâteaux sur commande,divertissement,"cuisine,jeu",32.0,10.0,3100.2,56,0,3,42,11,8,52,60,31002.0,327353.0,171647.0,155706.0,"Restez à table car les meilleurs pâtissiers prennent les commandes ! Des pâtissiers amateurs emblématiques de l'émission vont en effet s'affronter en duels ! Pour la première fois, ils vont devoir répondre à une véritable commande : anniversaire, mariage ou autre événement... mais un seul d'entre eux se verra commander son gâteau ! Et chaque semaine, Merouan proposera une recette facile et rapide à réaliser chez soi.",13.33
50307,La loi de la survie,documentaire,"nature-environnement,animalier",40.0,6.0,2879.83,121,0,5,60,48,8,119,127,17279.0,499465.0,118264.0,381201.0,"Pour les animaux sauvages, la vie est une question de survie. Et dans cette bataille quotidienne, de nombreuses espèces se sont adaptées de manière incroyable, partout dans le monde. La loi de la survie explore la variété de ces comportements et les thèmes les plus importants de la nature. Certains des animaux les plus ingénieux et extraordinaires du monde, sont aussi les plus petits.",6.3
51174,1941-1945 : au cœur de la guerre du pacifique,documentaire,histoire,38.0,3.0,2997.33,87,0,4,34,45,8,83,91,8992.0,321793.0,103859.0,217934.0,"Le 7 décembre 1941, le Japon joue son va-tout et bombarde la flotte américaine du Pacifique stationnée à Pearl Harbor, Hawaï. Au cours des mois suivants, les forces japonaises se déchaînent à travers l'Asie, humiliant l'Amérique et ses alliés. L'Empire du Soleil levant semble alors imbattable. Mais l'Amérique riposte alors... Le conflit dans le Pacifique instaure une nouvelle forme de guerre navale.",8.79
42708,Complément d'enquête,infos,actualite-info,38.0,6.0,4620.5,475,0,7,197,221,7,476,483,27723.0,2440648.0,156396.0,2284252.0,"Le magazine d'investigation hebdomadaire présenté par Jacques Cardoze propose, chaque jeudi, 90 minutes d'enquêtes autour d’un thème d’actualité, alternant reportages et invités en plateau.",1.45
42675,Journal 13h00,infos,meteo,44.0,65.0,2053.08,214,0,7,99,93,7,214,221,133450.0,424371.0,181808.0,242563.0,"Le 13 Heures propose un tour d'horizon complet de l'actualité à la mi-journée, enrichi par les nombreux reportages et duplex des envoyés spéciaux en France et à l’étranger, ainsi que les interventions des correspondants à travers le monde pour raconter et analyser l’actualité internationale.",3.17
50523,Antidote,magazine,sante-bien-etre,36.0,7.0,3110.29,92,0,3,54,27,7,89,96,21772.0,415566.0,102793.0,312773.0,"En compagnie d'un invité, Michel Cymes, entouré des chroniqueurs Cécile Djunga, Farah Kesri, Major Mouvement, et Fabien Olicard, passe au crible nos connaissances, nos idées reçues, nos croyances et plus généralement toutes les questions que l'on se pose en matière de santé.",7.29
49130,Dinotrux,jeunesse,"3-5-ans,dessins-animes",39.0,37.0,1332.43,29,63,3,14,9,7,88,95,49300.0,196886.0,53519.0,143367.0,"Surboostés grâce à des pouvoirs qui les rendent plus rapides, plus forts et plus agiles que jamais, les Dinotrux reviennent pour de nouveaux défis et de nouveaux amis.",7.37
45515,L'histoire de la science-fiction par James Cameron,documentaire,science-fiction,45.0,6.0,2431.0,87,0,4,31,51,7,85,92,14586.0,283570.0,91485.0,192085.0,"James Cameron explore les thèmes majeurs de la science-fiction en compagnie de Steven Spielberg, George Lucas, Ridley Scott et d'autres grands noms du cinéma. 
Depuis ses balbutiements, la science-fiction pose la question de l'existence de la vie extraterrestre : sommes-nous seuls dans cet univers ou non ?  Que peuvent nous apprendre les aliens sur nous-mêmes ? Sur la condition humaine ?",7.61
51675,Mon gâteau est le meilleur de France,divertissement,"cuisine,docurealite",34.0,6.0,3123.5,101,0,8,65,27,7,103,110,18741.0,435670.0,96766.0,338904.0,"Cyril Lignac et sa bande de joyeux experts en plaisirs sucrés Merouan, Louise et Pépée s'en vont sillonner la France entière à la recherche du Meilleur Gâteau de France.",6.36
42835,Le magazine de la santé,magazine,sante-bien-etre,45.0,57.0,3124.93,95,0,4,57,22,7,92,99,178121.0,459874.0,226491.0,233383.0,"Du lundi au vendredi à 13h40, Marina Carrère d'Encausse pilote en direct, ce rendez-vous consacré à la santé et au bien-être aux côtés de médecins spécialisés",7.07
43108,La grande librairie,magazine,culture-art-spectacle,50.0,12.0,5490.0,129,0,5,63,48,7,127,134,65880.0,894003.0,424608.0,469395.0,"Présenté par François Busnel, le magazine littéraire de France 5 est le grand rendez-vous de l'actualité littéraire sous toutes ses formes : romans, essais, histoire, polars, bandes dessinées, jeunesse, etc.",5.22
42678,La quotidienne,magazine,sante-bien-etre,43.0,45.0,4321.31,90,0,2,49,27,7,85,92,194459.0,592646.0,318206.0,274440.0,"Dans la continuité de La Quotidienne, l’émission des nouvelles formes de consommation collaborative, France 5 propose un rendez-vous autour de l’alimentation. Les deux présentateurs de La Quotidienne, Maya Lauqué et Thomas Isle, entourés d’invités, nous font découvrir toutes les bonnes initiatives et les bons plans pour manger mieux et lutter contre le gaspillage alimentaire, en s'intéressant à toutes les démarches de développement durable entreprises dans le domaine de l’alimentation.",7.61
49139,Oum le dauphin blanc,jeunesse,"3-5-ans,dessins-animes",38.0,23.0,724.09,48,17,3,39,8,7,61,68,16654.0,97717.0,33601.0,64116.0,"Oum, le plus incroyable des dauphins arrive sur TiJi ! En compagnie de ses amis, il plonge les petits téléspectateurs à la découverte d'un monde sous-marin à la fois mystérieux, fragile et plein de dangers. Yann, un garçon intrépide féru de plongé...",10.29
47564,[AVP] - Familles nombreuses : la vie en XXL,,,36.0,24.0,1696.5,187,0,8,151,25,7,189,196,40716.0,518780.0,79696.0,439084.0,"Au départ ils avaient 1 enfant, puis un 2ème, un 3ème et la famille n’a cessé de s’agrandir … Jusqu’à 9 enfants aujourd’hui pour certaines familles ! Pendant plusieurs mois et aux 4 coins de la France, partez à la découverte de la vie ...",3.57
47599,Barbie Dreamhouse Adventures,jeunesse,"6-8-ans,dessins-animes",38.0,20.0,1272.4,44,11,3,33,9,7,51,58,25448.0,166168.0,83658.0,82510.0,"Barbie, ses soeurs : Skipper, Stacie et Chelsea, Ken et tous leurs amis vivent une super collocation au bord de la mer.",12.07
42687,Passage des arts,magazine,culture-art-spectacle,51.0,55.0,1458.2,67,0,2,38,18,7,62,69,80201.0,219950.0,110179.0,109771.0,,10.14
50077,The movies,documentaire,culture-art-spectacle,43.0,12.0,2378.67,53,0,6,22,26,7,52,59,28544.0,258186.0,117062.0,141124.0,"« The Movies » retrace l'histoire du cinéma américain, de l'âge d'or d'Hollywood (les années 1930 à 1950) à nos jours. 
Des années 30 aux années 50, les studios hollywoodiens créent les films les plus emblématiques et les plus appréciés de tous les temps : « King Kong », « Casablanca », « A star is born »,... C'est l'époque où l'Amérique tombe amoureuse des stars de cinéma comme Bogie (alias Humphrey Bogart), Marlon Brando ou Marilyn qui deviennent des icônes.",11.86
51386,"La Corse, beauté sauvage",documentaire,"nature-environnement,decouverte",44.0,4.0,2577.75,49,0,2,24,20,7,44,51,10311.0,173335.0,64382.0,108953.0,"Si tout le monde s’accorde à dire que la Corse figure parmi les plus belles îles du monde, c’est qu’elle jouit d’un patrimoine naturel et culturel exceptionnellement riche et original. Elle recèle d’une extraordinaire diversité de paysages. Et en s’éloignant des zones touristiques il existe des lieux sauvages, fantasmatiques et peu explorés. Loin des clichés récurrents, cette série documentaire a l’ambition de vous emmener à la découverte d’une nature et d’hommes hors du commun.",13.73
46784,1000 pays en un,documentaire,voyage-decouvertes,46.0,34.0,3138.06,59,0,4,29,27,6,57,63,106694.0,372502.0,192969.0,179533.0,"Régions, provinces, départements, notre territoire est cartographié à toutes échelles. Campagnes TV va plus loin et vous propose de découvrir les pays, anciens conglomérats, aux frontières plus floues, de duchés ou comtés. Quatre personnes, spécialistes du lieu, professionnels ou tout simplement passionnés, vous font découvrir de manière subjective les pépites d’un terroir, ses lieux clés, son patrimoine et ses surprises immanquables",9.52
34298,L'Europe à vol d'oiseaux,documentaire,decouverte,38.0,10.0,1565.5,49,0,3,27,21,6,46,52,15655.0,188139.0,97754.0,90385.0,"On connaît bien l'Europe : la variété de ses paysages, la richesse de son patrimoine historique et architectural. Grâce à cette série de documentaires, on la découvre autrement, c'est-à-dire vue du ciel. Une manière inédite d'admirer notre continent, qui permet aux téléspectateurs d'apprécier des images rares et spectaculaires.
Les différents volets de cette série nous emmènent dans toutes les régions d'Europe...",11.54
47982,L'histoire du film d'horreur par Eli Roth,documentaire,horreur,40.0,7.0,2420.14,164,0,2,99,55,6,160,166,16941.0,457888.0,81751.0,376137.0,"Les zombies sont les monstres du 21e siècle et la principale contribution de l'Amérique à l'horreur. Qu'est-ce qui a déclenché la fièvre des zombies ? Tous les chemins mènent à George Romero, qui a fait des zombies une métaphore des maux sociaux...",3.61
47583,Too Cute,jeunesse,"9-12-ans,emission",33.0,19.0,2398.95,66,4,15,47,15,6,79,85,45580.0,244681.0,88281.0,156400.0,"Pour la première fois sur Gulli, les téléspectateurs vont découvrir la série documentaire Too Cute ! : promesse d'un nouveau regard sur nos animaux de compagnie. À l'aide de caméras avancées et de techniques de production de haute définition, les ...",7.06
43513,La Vengeance de Veronica,series,drame,47.0,14.0,1330.71,64,0,6,45,14,6,64,70,18630.0,145960.0,80767.0,65193.0,"Fans de télénovela,  ""la vengeance de Veronica"" est  la série que vous attendez.  Entre drames, Histoires d'amour et intrigues surprenantes ... Tous les ingrédients sont réunis",8.57
47959,Les comiques préférés des Français,divertissement,musique,42.0,2.0,8533.0,308,0,9,171,109,6,311,317,17066.0,1223674.0,94342.0,1129332.0,,1.89
43253,Faut pas rêver,documentaire,voyage-decouvertes,46.0,3.0,6472.67,249,0,4,99,122,6,247,253,19418.0,1197357.0,95364.0,1101993.0,Faut pas rêver,2.37
49636,Dynasties,documentaire,nature-environnement,39.0,5.0,3071.8,113,0,2,56,44,6,109,115,15359.0,432298.0,85056.0,347242.0,Dynasties,5.22
49094,":Scan : Coronavirus, le monde sous la menace",documentaire,"sante-bien-etre,sciences",41.0,2.0,2068.0,53,0,2,27,18,6,49,55,4136.0,98508.0,26417.0,72091.0,"Le déroulé de l'épidémie de Covid-19, depuis la fin du premier confinement, jusqu'à l'arrivée d'une deuxième vague. En France, étions-nous bien préparés ? Toutes les mesures ont-elles été prises pour éviter un re-confinement ? Que s'est-il passé entre juin et octobre pour que la flambée épidémique reprenne de plus belle ? Partout dans le monde, les autorités ont été surprises par l'intensité de cette deuxième vague ?",10.91
49370,Grantchester,series,"policier,thriller-suspense",49.0,6.0,2737.5,57,0,1,39,13,6,52,58,16425.0,331929.0,97798.0,234131.0,,10.34
49132,Les nouvelles aventures de Peter Pan,jeunesse,"3-5-ans,dessins-animes",32.0,26.0,1327.15,41,9,3,23,12,6,47,53,34506.0,112048.0,46556.0,65492.0,"Après avoir sauvé Neverland des plans machiavéliques échafaudés par le Capitaine Crochet pour s'emparer du monde imaginaire, Peter Pan et ses fidèles amis repartent vers de nouvelles aventures féériques, pleines d'action et de comédie. Ils devront...",11.32
47784,Thalassa,documentaire,"nature-environnement,sciences",39.0,12.0,5675.17,100,0,0,43,46,6,94,100,68102.0,632965.0,179269.0,453696.0,,6.0
47762,6 à la maison,magazine,culture-art-spectacle,47.0,9.0,5405.67,105,0,2,62,24,5,102,107,48651.0,707182.0,213720.0,493462.0,"Ce nouveau programme propose une heure d’échanges, de discussions et de performances artistiques avec des Live pour que chaque téléspectateur puisse partager et se divertir avec des invités représentant toutes les activités culturelles françaises ( musique, théâtre, cinéma, danse, littérature, d’humeur et d’humour...).",4.67
42285,Familles extraordinaires,magazine,emotion,36.0,3.0,6837.0,330,0,15,242,66,5,340,345,20511.0,1316312.0,122293.0,1194019.0,"On les regarde d'un drôle d'œil, on les envie ou on les plaint. En tous cas, toutes ces familles nous touchent et nous surprennent. C'est avec curiosité et bienveillance qu'on découvre leur univers. Car ces familles extraordinaires sont fières d'être différentes et de transmettre à leurs enfants les valeurs qui font leur force. Alors, comment assument-elles leur singularité ? Quelle importance accordent-elles à leurs traditions et à leur apparence ? Et comment se font-elles accepter dans leur environnement ?",1.45
51067,Dans le sillage d'Ulysse avec Sylvain Tesson,documentaire,"aventure,voyage-decouvertes",46.0,5.0,1573.2,48,0,2,22,22,5,45,50,7866.0,120192.0,37731.0,82461.0,"Sylvain Tesson est l’un des écrivains préféré des français. Voyageur et aventurier, il porte sur le monde un regard poétique. Ce passionné de mythologie s’est beaucoup intéressé aux textes d’Homère, et tout naturellement a voulu s’embarquer dans le sillage d’Ulysse pour vivre une Odyssée moderne. A bord d’un grand voilier méditerranéen, il a suivi l’itinéraire de son héros tel qu’il fut reconstitué par l'historien Victor Bérard.",10.0
